017063,高尔夫,pos
010843,东风,neu
010843,东风小康,neu
010843,东风悦达起亚,pos
010843,神龙,neu
006903,凌渡GTS,neu
013467,创驰蓝天,neg
013467,宝马,neu
013991,林肯,neu
021442,途观,pos
021442,汉兰达,neu
021442,昂科威,neu
021442,国光,pos
021442,途观,pos
021442,汉兰达,neu
021402,波斯米亚,neg
021402,大众,neu
019857,长安悦翔V7,neu
016427,威朗GS,neu
027350,Yeti,pos
027350,车辆,pos
020694,标致505,neu
020694,标致,neu
020694,经典,neu
000822,宾利,neu
025053,福特,neu
009756,空间,neu
009756,质量,pos
009756,众泰,pos
008814,东风标致508,neu
008814,3008,pos
008814,308S,neu
008814,500,neu
008814,408,pos
008814,30,neu
008814,308,pos
008814,优惠,neu
025330,江淮汽车,neg
002798,宝马,neu
014532,高尔夫,neu
010168,北京现代,neu
028130,威虎,neu
016333,东风风神,neu
001046,夏利,neu
001046,夏利,pos
001046,夏利,neu
002245,现代,pos
002245,甲壳虫,pos
002245,甲壳虫,neu
015775,长安马自达,neu
006276,K5,neu
006276,东风悦达起亚,neu
024264,宝马,neu
023623,保时捷,neu
023623,特斯拉,neu
016518,广汽丰田,neu
016518,丰田,neu
020426,江淮,neu
017893,英菲尼迪Q50L,neg
023111,荣威RX5,pos
023375,宝马,neu
010896,别克昂科雷,neg
006491,迈腾,neu
002933,标致,neu
002933,408,neg
002933,东风标致408,pos
002933,TT,neu
013784,凯越,neu
013784,英朗,neu
005539,现代,pos
005539,奥迪,pos
004904,法拉利,pos
027884,斯柯达晶锐,pos
020913,奥迪,neg
015976,长安福特,neu
020689,福克斯,neu
023768,英菲尼迪,pos
027540,奥迪,neu
027540,Q6,neu
027540,500,neu
023799,宝马,neu
023799,BMW,pos
013021,C2,neg
006366,君越,pos
003269,雪佛兰,neu
012556,日系车,pos
012556,大众,neu
012556,车辆,neu
012556,奔驰,neu
012556,BMW,neu
009950,长安福特,neu
009950,翼虎,neu
009950,福特,neu
009950,蒙迪欧,neu
009950,福克斯,neu
013817,华晨宝马,neu
013817,1系,neu
026910,奥迪Q2,neu
026910,Q3,pos
003928,朗行,neu
003928,朗行,pos
018231,雪佛兰,neu
018231,迈锐宝XL,neu
025220,起亚律动,neu
023818,比亚迪,pos
023818,比亚迪,neu
023818,比亚迪,neu
021646,东风日产,neu
013920,威朗GS,neu
024687,长安CS75,neu
026493,本田,pos
004761,斯柯达KODIAQ,neg
023901,广汽,neu
015965,丰田,neu
015965,丰田,neu
015965,RAV4,pos
001766,传祺GA8,neu
001766,广汽传祺,neu
001766,GA8,neu
004608,现代途胜,pos
011002,东风风度MX5,neg
023207,空间,neu
021888,明锐,neu
021888,速腾,neu
004885,速派,pos
004885,MQB,neu
004885,车辆,neu
004885,质量,neu
013028,兰博基尼,neu
021004,本田,neg
021004,冠道,neu
004362,昕动,neu
004362,30,pos
012950,福特,neu
005031,优惠,neu
005031,BMW,neu
018144,△,neu
023929,C6,neu
005922,凯翼,neu
002731,冠道,pos
002731,本田思域,pos
002731,本田,pos
022584,卡罗拉双擎,pos
003993,丰田雷凌,neu
003993,广汽丰田雷凌,neu
006661,3008,neu
006661,东风标致,neu
004662,东风日产,neu
004662,阳光,neu
021260,雪佛兰科沃兹,neu
010566,F3,neu
010566,比亚迪,neu
010566,比亚迪,neu
024857,长安CS15,pos
006217,本田,neu
006217,本田,pos
006217,本田,pos
016297,迈腾,neg
016297,优惠,neu
016297,大众,neu
016297,迈腾,neu
016297,DS,neg
016601,雪铁龙,neu
016601,C4L,neu
000454,福特,neu
027279,奔驰,pos
013923,朗境,neu
024674,长安汽车,neu
008718,本田,pos
008718,本田,pos
008718,30,neu
008718,车辆,pos
019976,大众,pos
019976,A8,pos
027258,长安汽车,neu
011634,东风风神,neu
011634,东风风神A60,pos
023202,广汽传祺,neu
002720,东风日产,pos
023312,比亚迪,neu
023312,宋,neu
023312,盖世,neu
027578,博瑞,neu
027578,荣威,neu
027578,RX,neu
027578,远景,neu
027578,哈弗H6,neu
026845,Polo,neu
026845,GTI,neu
026845,DS,neu
026845,油耗,pos
013422,特斯拉,neu
005895,大众CC,neu
005895,奥迪A3,neu
005895,大众,neu
005895,高尔夫GTI,neu
005895,凌渡GTS,pos
018284,长安,neu
005900,一汽,neu
005900,大众,neu
017257,沃尔沃,neg
000651,君越,pos
027489,五菱,neu
027489,五菱,neu
017641,途观,pos
017641,大众车,pos
004253,广汽丰田,neu
027302,长安,neu
015817,GL8,neu
015817,别克,neu
002908,雷凌双擎,pos
002908,雷凌双擎,pos
013721,MG,neg
013721,MG,neu
013721,MG,neu
015387,昕锐,pos
015387,空间,pos
013112,中兴,neu
017295,本田,neu
023826,丰田,neu
019332,广汽丰田,neu
005360,斯柯达,neu
021409,广汽传祺,neu
021409,GM8,neu
021409,吉利,neu
021409,MPV,neu
019517,东风日产,neu
001136,本田,neu
001136,讴歌,neu
026970,翼虎,neu
026970,途观,pos
026970,翼虎,neu
026970,途观,pos
003570,欧宝,neu
003570,昂科拉,neu
023986,雷克萨斯,neu
023986,雷克萨斯,pos
001739,宝马,neu
001739,奔驰,neu
001739,奥迪,pos
001427,昂科威,pos
009203,雅阁,pos
002499,马自达,neu
025766,轩逸,neu
010865,一汽丰田,neu
010050,Polo,neu
010050,锋范,neu
010050,速腾,neu
010050,优惠,pos
010050,优惠,neu
010050,30,neu
010050,导航,neg
023748,途观,pos
007579,东风雪铁龙,neu
007579,C6,neu
007579,C6,neu
007579,C5,pos
007579,东风雪铁龙,neu
025862,野马,pos
021910,奇骏,neu
021910,CRV,neu
021910,RAV4,neu
021910,奇骏,pos
021910,空间,neu
022688,宝马,neu
022124,轩逸,pos
022124,轩逸,pos
014032,江淮汽车,neg
006738,奥迪,pos
000487,一汽,neu
000487,大众,neu
001185,一汽,pos
001185,大众,neu
004720,宝骏,neu
014699,福特途睿欧,pos
014699,MPV,neu
013088,北京现代,neu
005447,福特翼虎,neu
000161,本田,pos
000161,优惠,neu
024119,本田,neu
024119,讴歌,neu
024119,哈弗,pos
003194,奥迪,neu
003194,A5,neu
003194,S5,neu
003194,奥迪A5,neu
002280,奥迪A9,neu
002280,特斯拉,neu
002280,宝马i8,neu
024763,君越,pos
014224,雷克萨斯,neu
014224,奔驰S级,neu
005079,凯美瑞,pos
026790,途观,pos
026790,途观,neu
008113,丰田,neu
008113,宝马,neu
010810,沃尔沃,neu
007267,江淮汽车,neu
007267,大众汽车,neu
001602,神龙,neu
021731,发现,neu
021731,上汽通用雪佛兰,pos
021731,科鲁兹,neu
026839,雷凌双擎,neg
023541,凌渡GTS,pos
023541,油耗,pos
017637,雪铁龙,neg
012369,昂科威,pos
020792,一汽,neu
010759,广汽传祺,neu
003220,奥迪,neu
002185,长安福特翼博,neg
009161,斯柯达速派,pos
025453,科鲁兹,neu
025453,科尔维特,pos
014316,宝马,pos
003458,威朗GS,pos
010948,通用欧宝,neg
010948,质量,neu
008344,保时捷,neu
008344,波尔舍,neg
008344,大众车,neu
026298,Yeti,neu
020361,锐界,pos
020361,福特,neu
020361,福特翼虎,pos
020361,翼虎,neg
026219,悦纳,pos
000331,起亚,neu
000331,X3,neu
000331,起亚,neu
000331,X3,neu
000331,起亚,pos
000331,X3,neu
016185,北汽,neu
016185,MPV,neu
016185,H3,neu
016185,北汽幻速,neu
016185,MPV,neu
016185,H3,neu
016185,油耗,neu
018763,力帆,neu
013658,雪佛兰,neu
019185,奥迪,pos
025202,发现,neu
025202,缤智,neu
016805,优惠,neu
016805,大众,neu
016805,优惠,neu
001324,高尔夫,neu
015220,＋,pos
015220,东风标致308,neu
016754,菲翔,pos
016754,英朗,neu
016754,科鲁兹,neu
016754,菲翔,neg
016754,菲翔,pos
023621,布加迪威龙,neu
020629,晶锐,pos
022372,现代,neu
019080,大众,neu
019080,速腾,neu
027717,福特,neu
027717,沃尔沃,pos
025074,劳斯莱斯,pos
026929,奥迪,neu
027616,油耗,neu
027616,帕萨特,neu
027616,油耗,neu
027616,油耗,pos
009655,北汽幻速H2,neg
009655,H2,neu
010271,BMW,pos
010271,宝马,neu
014858,东风风神,pos
014858,A60,pos
000255,北汽幻速S2,neu
009092,本田,neu
009092,思域,neu
013605,上海大众,neu
013605,蓝思,neu
013605,格力电器,neu
019171,领动,neu
019171,第九代索纳塔,neu
019171,名图,neu
019171,北京现代,neu
019171,C级,neu
007045,桑塔纳,neu
007045,奥迪,neu
008537,宝马,pos
007354,宝骏310,neu
007829,大众朗逸,pos
007829,朗逸,pos
010666,雷克萨斯,neu
019875,广汽本田,neu
021253,MINI,neg
001506,2008,neu
001506,凯越,pos
025392,兰博基尼,neu
001898,英菲尼迪,neu
001898,讴歌,neu
024178,林肯,neu
022360,本田,neu
018362,北京现代IX35,neu
009288,福特探险者,neu
013042,比亚迪,neu
023199,福特汽车,neu
023199,福特,neu
007449,昂科威,neg
013631,别克,neu
005434,吉利,neu
005434,一汽马自达,neu
005434,帝豪GS,neu
005980,北京现代,neu
007246,Tiguan,neu
018755,杰德,pos
018755,空间,neu
004548,英朗,neu
022092,广汽本田,neu
022092,雅阁,pos
022092,本田,pos
022092,本田,neu
024509,三菱,pos
024509,欧蓝德,neu
017020,玛莎拉蒂GT,neu
017020,五菱,neu
003311,雅阁,neu
014026,布加迪威龙,neu
014026,哈弗,neu
012246,兰博基尼,neu
022550,马自达,pos
020843,阿尔法,neu
020843,迈凯轮,neu
004002,BMW,pos
007586,POLO,neu
007586,奥迪,neu
007586,A4,neu
024468,高尔夫,neu
021723,途安L,pos
017332,C6,neu
017332,迈腾,neu
010056,福特金牛座,neu
010056,金牛座,pos
022724,朗动,pos
022724,空间,neu
017844,BMW,neu
017844,M7,neu
017844,宝马,pos
017844,内涵,neu
002672,明锐,pos
002672,经典,neu
023246,华晨,neu
023246,金杯,neu
008168,雪铁龙,neu
008168,噪音,neu
020591,北京现代,neu
012086,雪铁龙,pos
009406,长安悦翔V7,neu
009406,长安汽车,neu
009406,广汽传祺GS8,pos
009406,320,pos
009406,广汽,pos
025905,宝马,neu
025905,宝马,neu
002267,GL8,pos
002267,GL,neg
002267,别克,neu
002267,MPV,neu
005664,保时捷,neu
003571,途观,pos
003571,30,pos
008860,威朗,neu
008860,别克,neu
008860,别克威朗,pos
004197,标致,neu
004197,&,neu
004197,戴姆勒,neu
004197,标致,pos
003172,东风日产新天籁,neu
022823,明锐,pos
014913,保罗,neu
014913,斯柯达,pos
005165,K6,neg
005165,比亚迪,neu
025700,K3,neu
025700,东风悦达起亚,neu
025700,K3,neu
019592,『,neu
019592,凯迪拉克,neu
019592,ATS,neu
019592,ATS,neu
023334,速派,pos
023334,蒙迪欧,neg
021471,斯柯达昕动,neg
026181,福睿斯,neu
026181,昕动,neu
026181,福睿斯,neg
026181,昕动,pos
027030,凌渡,pos
012062,别克,pos
