017063,高尔夫,pos
010843,东风小康,neu
010843,东风悦达起亚,pos
006903,凌渡GTS,neu
013467,创驰蓝天,neg
013467,宝马,neu
013991,林肯,neu
021442,途观,pos
021442,汉兰达,neu
021442,昂科威,neu
021442,国光,pos
021442,途观,pos
021402,波斯米亚,neg
019857,长安悦翔V7,neu
016427,威朗GS,neu
027350,Yeti,pos
020694,标致505,neu
020694,标致,neu
025053,福特,neu
009756,众泰,pos
008814,东风标致508,neu
008814,308S,neu
008814,408,pos
002798,宝马,neu
016333,东风风神,neu
001046,夏利,neu
001046,夏利,neu
002245,甲壳虫,neu
015775,长安马自达,neu
006276,K5,neu
006276,东风悦达起亚,neu
024264,宝马,neu
023623,保时捷,neu
023623,特斯拉,neu
016518,广汽丰田,neu
017893,英菲尼迪Q50L,neg
023111,荣威RX5,pos
023375,宝马,neu
010896,别克昂科雷,neg
006491,迈腾,neu
002933,东风标致408,pos
013784,凯越,neu
013784,英朗,neu
005539,奥迪,pos
004904,法拉利,pos
027884,斯柯达晶锐,pos
020913,奥迪,neg
015976,长安福特,neu
020689,福克斯,neu
023768,英菲尼迪,pos
027540,奥迪,neu
023799,宝马,neu
013021,C2,neg
006366,君越,pos
003269,雪佛兰,neu
012556,奔驰,neu
012556,BMW,neu
009950,翼虎,pos
009950,蒙迪欧,neu
009950,福克斯,neu
026910,奥迪Q2,neu
026910,Q3,pos
003928,朗行,neu
003928,朗行,pos
023818,比亚迪,pos
023818,比亚迪,neu
024687,长安CS75,neu
026493,本田,pos
023901,广汽,neu
015965,丰田,neu
015965,丰田,neu
015965,RAV4,pos
001766,广汽传祺,neu
011002,东风风度MX5,neg
021888,明锐,neu
021888,速腾,neu
004885,速派,pos
021004,本田,neg
021004,冠道,neu
004362,昕动,neu
012950,福特,neu
005031,BMW,neu
018144,△,neu
005922,凯翼,neu
002731,冠道,pos
002731,本田思域,pos
002731,本田,pos
003993,丰田雷凌,neu
003993,广汽丰田雷凌,neu
006661,东风标致,neu
004662,东风日产,neu
021260,雪佛兰科沃兹,neu
010566,比亚迪,neu
010566,比亚迪,neu
024857,长安CS15,pos
006217,本田,neu
006217,本田,pos
006217,本田,pos
