007505,劲炫,neg
007505,逍客,pos
001151,艾瑞泽,neu
001151,GA3,pos
001151,艾瑞泽,neu
001151,C4L,neu
001151,408,neu
001151,英朗,neu
001151,速腾,neu
001151,GA3,pos
019643,马自达6,neg
013471,C2,neu
019888,奔驰,pos
005183,福克斯,pos
005183,福克斯,pos
014790,翼搏,neu
009198,K5,neg
009198,BRZ,neu
024669,君威,pos
012707,S5,pos
021747,伊兰特,pos
014096,五菱,neu
003788,哈弗,neu
009166,迈腾,neu
004292,CS75,neu
004292,CS95,neu
021229,桑塔纳,neu
026317,卡罗拉,pos
010818,奇瑞风云2,pos
025646,斯柯达昕动,neu
016543,荣达,pos
004273,宝骏560,pos
013849,GX7,neu
005554,奔驰,neu
026124,F0,pos
018347,CS75,pos
018347,CS75,pos
018347,CS75,pos
018347,CS75,pos
007298,C3R,pos
020894,奥迪,pos
027413,长安,neg
011535,域虎,pos
016413,大众,neu
022607,上汽大众,neu
020758,斯柯达,neu
023823,斯柯达,neu
001869,凌渡,pos
001077,昕动,pos
010762,哈弗,neu
018904,别克,neu
018904,英朗,neu
001005,斯柯达,pos
003267,速派,pos
027506,ABB,neu
006305,帕萨特,neu
006305,辉昂,pos
005731,凌渡,pos
019349,明锐,pos
019879,明锐,pos
013295,Polo,neu
011272,明锐,neu
003161,凌渡,pos
003615,途安,neu
000346,途观,neu
014897,上汽大众途观,neu
019512,途观,pos
027998,Passat,neu
011830,凌渡,pos
020580,明锐,neu
016291,迈凯轮,neg
019368,法拉利,neu
019368,F40,pos
020667,明锐,neu
015840,明锐,neu
026897,晶锐,neu
007478,晶锐,pos
019861,明锐,neu
011431,帕萨特,neg
027551,明锐,pos
019870,凌渡,neu
002783,PHIDEON辉昂,pos
009953,明锐,pos
007655,朗逸,pos
015439,PHIDEON辉昂,neu
023497,桑塔纳,neu
017392,大众polo,neu
024585,明锐,neu
016854,明锐,pos
015587,大众POLO,neu
002091,奥迪50,neu
009465,POLO,pos
009726,昕锐,pos
016659,昕锐,pos
025692,凌渡230,pos
023701,晶锐,neu
002446,晶锐,pos
004072,斯柯达晶锐,pos
022669,斯柯达晶锐,neu
016371,Polo,neu
001943,晶锐,pos
005282,速派,neu
006805,大切,neu
006805,奔驰G,pos
006805,撼路者,pos
006805,三菱,neg
006805,途乐,pos
006805,QX80,pos
006805,帕杰罗,neu
011090,H9,pos
011090,路虎,pos
011090,途乐,pos
016407,斯柯达,pos
013877,斯柯达,neu
010685,凌渡GTS,pos
022338,Lavida朗逸,pos
022338,凯越,neu
022338,标致307,neu
022338,福克斯,neu
022338,Lavida朗逸,pos
022338,Lavida朗逸,pos
022338,标致307,neu
022338,福克斯,neu
022214,Polo,neu
027134,Polo,neu
011067,别克凯越,neu
000722,Polo,neu
006542,330御尊,neu
006542,帕萨特,neu
003317,帕萨特,neu
027592,大众,neg
027592,凌渡,pos
019751,帕萨特,neu
019751,帕萨特,pos
007598,起亚K5,neu
007598,K5,neu
013996,迈腾,neu
013996,大众帕萨特,neu
013996,别克君越,neu
013996,大众迈腾,neu
015575,Polo,neu
015575,大众汽车,neu
013780,速派,pos
012082,斯柯达,pos
012082,斯柯达明锐,neu
004687,帕萨特,neu
012390,途观,neg
012390,上汽大众途观,neu
004223,桑塔纳,neu
004223,比亚迪速锐,neu
027118,明锐,pos
011115,斯柯达,pos
011115,明锐,pos
011115,速派,pos
026011,上汽大众斯柯达,neu
026011,速派,neu
003934,科鲁兹,neu
003934,科鲁兹,pos
003934,朗逸,pos
003934,朗逸,pos
013355,凌渡GTS,pos
013355,大众,pos
004286,PHIDEON辉昂,pos
001406,POLO,neu
018511,速派,pos
018511,速派,pos
018511,速派,pos
018511,速派,pos
018511,速派,pos
018511,速派,pos
018511,速派,pos
018511,速派,pos
024652,辉昂,pos
024652,辉昂,pos
024652,辉昂,pos
024652,辉昂,neu
017469,Polo,neg
017469,Polo,neu
017469,GTI,neu
006215,迈腾,neu
006215,帕萨特,neu
007969,斯柯达,pos
007969,明锐,neu
006973,斯柯达,neu
006973,速派,pos
017667,途安L,pos
017667,途安,pos
018977,大众途观,neu
010953,斯柯达,neu
010953,速派,pos
010953,速派,pos
008463,君威,pos
008463,帕萨特,neu
008463,君威,pos
008463,君威,pos
008463,君威,neu
008463,别克,neu
010038,大众途观,neu
010038,途观,pos
018320,凌渡,pos
018320,凌渡,pos
007791,途观,pos
026421,途观,neg
026421,途观,pos
011125,途安L,pos
011125,高尔夫6,pos
001861,朗逸,neu
001861,速腾,pos
014645,途安L,pos
003914,明锐,neg
005164,途观,neu
005164,Tiguan,neu
009284,迈腾,neu
003054,明锐,pos
020246,途观,neu
028039,飞度,neu
028039,昕动,neu
000561,Tiguan,neu
000561,奥迪A5,neu
024993,朗逸,neu
024993,朗逸,neu
011149,东风A9,neu
011149,大众辉昂,neu
011149,大众辉昂,neu
007337,朗逸,neu
007337,朗逸,pos
002418,博瑞,neu
002418,科鲁兹,neu
002418,朗逸,neu
002418,英朗,neu
002418,威朗,neu
002418,科鲁兹,neu
016065,宝马,neu
016065,宝马,neu
023825,C6,neu
023825,60H,neu
023825,路虎,pos
027099,大迈X7,neu
002569,宝马,neg
002569,奥迪,neu
002569,宝马,neu
019129,捷达,neu
019129,桑塔纳,pos
019129,宝骏560,neg
017068,斯柯达,pos
004369,别克高尔夫,neu
004369,别克高尔夫,neu
012361,大迈X5,neu
025309,翼虎,neu
025309,途观,pos
025309,大众,neg
014774,英朗,neu
013724,吉普车,neu
023877,速腾,neu
023877,速腾,neg
023877,朗逸,neu
004570,标致,neu
004570,标致,neu
026002,途安L,pos
020251,速派,neu
020251,雅阁,neu
006916,高尔夫,neu
006916,RS6,neu
006916,奥迪,neu
006916,奥迪RS5,pos
002587,福特,neu
002587,克莱斯勒,neu
019069,法拉利575M,neu
027691,高尔夫,pos
027691,高尔夫,neu
007931,速腾,pos
007931,6代高尔夫,neu
000700,日产,neu
000700,朗逸,pos
000468,雪铁龙c4世嘉,neu
000468,别克英朗,pos
021805,朗逸,neu
021805,c4世嘉,pos
021805,朗逸,neu
006646,马自达,neu
006646,马自达,neu
025443,奔驰C级,neu
025443,宝马,neg
025443,奥迪,pos
009639,帕萨特,pos
004375,昕动,pos
004375,昕动,pos
004347,上海大众,neg
004347,桑塔纳,neu
004347,普桑,neu
004347,上海大众,neu
021154,奇瑞,neu
021154,江淮,neu
021154,吉利,neu
021154,力帆,neu
027812,丰田,neu
027812,卡罗拉,neu
027812,卡罗拉,pos
000859,途观,pos
000859,途观,pos
022908,途观,pos
022908,翼虎,pos
022908,途观,pos
022908,翼虎,pos
010254,途观,neu
010254,昂科威,neu
010254,自由光,pos
002415,Kodiaq,neu
002415,上汽斯柯达,neu
013894,朗逸,pos
013894,朗逸,pos
013850,卡罗拉,pos
013850,高尔夫,pos
003105,X80,neu
014438,福克斯,neu
013252,速腾,neu
013252,菲翔,neu
017742,本田,neu
017742,Integra,neu
015290,凯越,pos
026147,保时捷Panamera,neg
015270,劳斯莱斯,neg
009291,昕动,pos
009291,斯柯达,neu
013997,奥迪A6L,pos
005065,斯巴鲁,neu
005065,傲虎,pos
005884,帕萨特,neg
005884,320,pos
005884,宝马,neu
003092,帕萨特,neg
003092,宝马520,pos
012698,哈弗H7,neu
024398,黑桑,neu
024398,奥迪,pos
016530,雅阁,neu
027126,奥迪,neg
010214,英朗,neu
010214,朗逸,pos
001963,T600,pos
001963,众泰,pos
022613,神龙富康,neu
022613,普桑,neu
022613,C4世嘉,neu
021746,猎豹汽车,pos
009672,比亚迪唐,neg
017974,大众,neu
001206,宝骏730,pos
001206,宝骏560,neu
001206,宝骏,pos
001206,宝骏,neu
001206,宝骏730,pos
006431,哈弗,pos
006431,传祺,neu
006431,吉利帝豪,pos
